CAMPAIGN_NAME,IPADDRESS,CAMPAIGN_ID,TIMESTAMP,TOUCH_GROUPS,TOUCHS_IP,CONV_VAL,OUTCOME_VAL,OUTCOME,IP_FREQ,CLUSTER
Heist,104.28.79.154,v6sbjb7,01/02/2023 10:10,285,1071,0.266106443,0.000933707,1,1071,1
Heist,172.225.20.49,v6sbjb7,01/02/2023 08:25,186,1931,0.096323149,0.000517866,1,1931,2
Heist,104.28.104.24,v6sbjb7,01/02/2023 09:21,267,870,0.306896552,0.001149425,1,870,3
Heist,104.28.39.139,93vwe57,01/02/2023 08:25,156,2551,0.061152489,0.000392003,1,2551,6
Heist,107.77.203.142,fb0dolj,01/02/2023 08:20,0,0,0,0,0,39,1
Heist,104.28.116.90,z8p7tby,01/02/2023 08:38,34,2678,0.012696042,0.000373413,1,2678,9
Heist,104.28.97.31,v6sbjb7,01/02/2023 09:28,3636,36229,0.100361589,2.76E-05,1,36229,1
Heist,104.28.79.164,tm47uvl,01/02/2023 08:54,313,1167,0.268209083,0.000856898,1,1167,5
Heist,104.28.48.215,tm47uvl,01/02/2023 09:20,1145,4383,0.261236596,0.000228154,1,4383,3
Heist,172.225.113.56,z8p7tby,01/02/2023 10:08,1,19,0.052631579,0.052631579,1,19,1
Heist,104.28.85.118,v6sbjb7,01/02/2023 09:16,524,6997,0.074889238,0.000142918,1,6997,3
Heist,146.75.252.0,v6sbjb7,01/02/2023 09:50,824,2511,0.328156113,0.000398248,1,2511,2
Heist,140.248.0.0,z8p7tby,01/02/2023 10:11,537,32313,0.016618698,3.09E-05,1,32313,5
Heist,146.75.154.0,93vwe57,01/02/2023 08:50,265,3329,0.079603485,0.000300391,1,3329,1
Heist,172.225.132.73,93vwe57,01/02/2023 09:10,58,687,0.084425036,0.001455604,1,687,1
Heist,107.77.232.20,cd5xb42,01/02/2023 08:21,3,61,0.049180328,0.016393443,1,61,3
Heist,172.226.36.25,tm47uvl,01/02/2023 09:30,84,265,0.316981132,0.003773585,1,265,13
Heist,104.28.132.144,tm47uvl,01/02/2023 08:09,244,902,0.270509978,0.001108647,1,902,1
Heist,104.28.48.218,tm47uvl,01/02/2023 08:33,1131,4024,0.281063618,0.000248509,1,4024,1
Heist,172.225.132.88,93vwe57,01/02/2023 08:40,51,621,0.082125604,0.001610306,1,621,2
Heist,172.225.24.40,zvcpd1t,01/02/2023 09:33,107,1121,0.095450491,0.000892061,1,1121,2
Heist,104.28.103.18,cd5xb42,01/02/2023 08:38,220,16674,0.013194195,6.00E-05,1,16674,1
Heist,104.28.85.103,v6sbjb7,01/02/2023 09:33,4,56,0.071428571,0.017857143,1,56,1
Heist,172.226.170.34,tm47uvl,01/02/2023 09:29,189,572,0.33041958,0.001748252,1,572,6
Heist,104.28.97.22,v6sbjb7,01/02/2023 09:31,2184,19588,0.111496835,5.11E-05,1,19588,9
Heist,104.28.56.3,93vwe57,01/02/2023 08:43,115,2723,0.042232831,0.000367242,1,2723,1
Heist,104.28.123.106,v6sbjb7,01/02/2023 08:20,771,11704,0.065874915,8.54E-05,1,11704,9
Heist,146.75.154.1,v6sbjb7,01/02/2023 08:58,1192,3994,0.298447672,0.000250376,1,3994,2
Heist,107.77.201.55,w4f8o7k,01/02/2023 08:17,1,49,0.020408163,0.020408163,1,49,6
Heist,107.77.202.50,fb0dolj,01/02/2023 08:26,4,22,0.181818182,0.045454545,1,22,2
Heist,12.21.49.2,q830a1j,01/02/2023 08:13,1,13,0.076923077,0.076923077,1,13,3
Heist,216.200.84.47,tm47uvl,01/02/2023 09:32,0,0,0,0,0,4,13
Heist,104.28.55.245,tm47uvl,01/02/2023 09:48,563,2029,0.277476589,0.000492854,1,2029,1
Heist,172.226.36.24,zvcpd1t,01/02/2023 08:23,35,261,0.134099617,0.003831418,1,261,1
Heist,104.28.103.24,tm47uvl,01/02/2023 08:39,1035,4887,0.211786372,0.000204625,1,4887,1
Heist,104.28.39.129,tm47uvl,01/02/2023 08:21,2105,16187,0.130042627,6.18E-05,1,16187,1
Heist,208.184.249.77,cd5xb42,01/02/2023 08:40,0,0,0,0,0,1,1
Heist,104.28.85.131,cd5xb42,01/02/2023 09:31,63,1497,0.042084168,0.000668003,1,1497,1
Heist,172.226.81.25,v6sbjb7,01/02/2023 08:38,264,614,0.429967427,0.001628664,1,614,5
Heist,172.226.81.5,v6sbjb7,01/02/2023 08:22,183,576,0.317708333,0.001736111,1,576,1
Heist,104.28.92.226,v6sbjb7,01/02/2023 08:43,22,138,0.15942029,0.007246377,1,138,2
Heist,104.28.85.159,zvcpd1t,01/02/2023 08:30,61,2137,0.028544689,0.000467946,1,2137,3
Heist,172.225.18.78,v6sbjb7,01/02/2023 09:00,50,112,0.446428571,0.008928571,1,112,12
Heist,172.226.198.16,v6sbjb7,01/02/2023 08:55,101,222,0.454954955,0.004504505,1,222,11
Heist,172.225.216.116,tm47uvl,01/02/2023 10:02,117,1416,0.082627119,0.000706215,1,1416,1
Heist,172.225.216.112,v6sbjb7,01/02/2023 08:54,241,2299,0.104828186,0.000434972,1,2299,1
Heist,104.28.116.107,tm47uvl,01/02/2023 10:06,1328,18420,0.072095548,5.43E-05,1,18420,5
Heist,104.28.132.129,tm47uvl,01/02/2023 08:12,490,1580,0.310126582,0.000632911,1,1580,3
Heist,172.225.30.98,tm47uvl,01/02/2023 09:27,41,103,0.398058252,0.009708738,1,103,1
Heist,172.225.30.38,zvcpd1t,01/02/2023 09:30,14,347,0.040345821,0.002881844,1,347,1
Heist,172.226.6.5,tm47uvl,01/02/2023 08:19,253,1875,0.134933333,0.000533333,1,1875,5
Heist,104.28.132.125,tm47uvl,01/02/2023 09:28,561,1970,0.284771574,0.000507614,1,1970,3
Heist,104.28.97.22,v6sbjb7,01/02/2023 09:26,2184,19588,0.111496835,5.11E-05,1,19588,9
Heist,146.75.248.1,93vwe57,01/02/2023 09:29,486,7720,0.062953368,0.000129534,1,7720,1
Heist,104.28.97.30,tm47uvl,01/02/2023 09:25,1962,45830,0.042810386,2.18E-05,1,45830,1
Heist,104.28.77.156,z8p7tby,01/02/2023 09:25,38,1089,0.034894399,0.000918274,1,1089,5
Heist,146.75.244.0,v6sbjb7,01/02/2023 09:24,2488,7011,0.354870917,0.000142633,1,7011,1
Heist,146.75.253.252,v6sbjb7,01/02/2023 09:46,12,116,0.103448276,0.00862069,1,116,3
Heist,104.28.116.86,tm47uvl,01/02/2023 08:08,835,2879,0.290031261,0.000347343,1,2879,3
Heist,166.181.80.170,tm47uvl,01/02/2023 09:25,2,28,0.071428571,0.035714286,1,28,10
Heist,104.28.57.242,tm47uvl,01/02/2023 09:29,659,9589,0.06872458,0.000104286,1,9589,1
Heist,104.28.111.177,cd5xb42,01/02/2023 08:30,64,1805,0.035457064,0.000554017,1,1805,6
Heist,172.225.30.32,v6sbjb7,01/02/2023 09:45,35,92,0.380434783,0.010869565,1,92,1
Heist,104.28.85.163,tm47uvl,01/02/2023 08:53,285,3468,0.082179931,0.000288351,1,3468,1
Heist,104.28.116.97,tm47uvl,01/02/2023 10:08,1059,4093,0.258734425,0.00024432,1,4093,1
Heist,104.28.116.130,v6sbjb7,01/02/2023 09:22,50,474,0.105485232,0.002109705,1,474,1
Heist,146.75.248.0,tm47uvl,01/02/2023 08:15,2194,7270,0.301788171,0.000137552,1,7270,1
Heist,104.28.116.103,tm47uvl,01/02/2023 09:25,857,2405,0.356340956,0.0004158,1,2405,6
Heist,104.28.132.142,z8p7tby,01/02/2023 10:07,26,1282,0.020280811,0.000780031,1,1282,9
Heist,104.28.57.242,tm47uvl,01/02/2023 08:15,659,9589,0.06872458,0.000104286,1,9589,1
Heist,104.28.116.190,v6sbjb7,01/02/2023 09:26,271,2845,0.095254833,0.000351494,1,2845,1
Heist,104.28.56.7,v6sbjb7,01/02/2023 10:09,776,3970,0.195465995,0.000251889,1,3970,1
Heist,104.28.110.84,tm47uvl,01/02/2023 08:13,2317,6960,0.332902299,0.000143678,1,6960,11
Heist,172.226.7.24,tm47uvl,01/02/2023 09:27,339,2640,0.128409091,0.000378788,1,2640,1
Heist,172.226.6.30,zvcpd1t,01/02/2023 10:10,32,1036,0.030888031,0.000965251,1,1036,9
Heist,104.28.132.137,zvcpd1t,01/02/2023 09:24,116,1492,0.077747989,0.000670241,1,1492,1
Heist,104.28.103.14,tm47uvl,01/02/2023 10:09,1566,18131,0.086371408,5.52E-05,1,18131,1
Heist,104.28.97.24,93vwe57,01/02/2023 09:29,572,25549,0.022388352,3.91E-05,1,25549,6
Heist,104.28.116.46,v6sbjb7,01/02/2023 08:12,25,276,0.09057971,0.003623188,1,276,2
Heist,107.115.171.77,93vwe57,01/02/2023 09:25,0,0,0,0,0,24,5
Heist,172.58.204.234,tm47uvl,01/02/2023 10:09,1,13,0.076923077,0.076923077,1,13,3
Heist,107.77.204.125,w4f8o7k,01/02/2023 09:31,0,0,0,0,0,81,1
Heist,172.225.12.49,z8p7tby,01/02/2023 08:10,2,65,0.030769231,0.015384615,1,65,6
Heist,107.77.209.138,zvcpd1t,01/02/2023 10:12,0,0,0,0,0,42,2
Heist,104.28.77.176,tm47uvl,01/02/2023 08:14,289,2779,0.103994243,0.000359842,1,2779,2
Heist,104.28.48.175,tm47uvl,01/02/2023 09:28,124,339,0.365781711,0.002949853,1,339,1
Heist,174.247.81.56,fb0dolj,01/02/2023 09:27,3,17,0.176470588,0.058823529,1,17,13
Heist,172.58.162.198,q830a1j,01/02/2023 08:12,0,0,0,0,0,13,1
Heist,146.75.175.0,cd5xb42,01/02/2023 10:11,252,4872,0.051724138,0.000205255,1,4872,1
Heist,104.28.132.142,zvcpd1t,01/02/2023 09:45,101,1282,0.078783151,0.000780031,1,1282,9
Heist,104.28.110.82,tm47uvl,01/02/2023 09:27,2481,6954,0.35677308,0.000143802,1,6954,1
Heist,166.205.141.53,cd5xb42,01/02/2023 10:11,1,18,0.055555556,0.055555556,1,18,1
Heist,172.226.36.8,v6sbjb7,01/02/2023 09:27,99,320,0.309375,0.003125,1,320,1
Heist,104.28.103.18,tm47uvl,01/02/2023 09:24,1271,16674,0.07622646,6.00E-05,1,16674,1
Heist,104.28.132.119,z8p7tby,01/02/2023 09:44,58,1940,0.029896907,0.000515464,1,1940,6
Heist,104.28.48.80,v6sbjb7,01/02/2023 09:44,27,146,0.184931507,0.006849315,1,146,2
Heist,104.28.57.227,tm47uvl,01/02/2023 09:27,798,3541,0.225360068,0.000282406,1,3541,13
Heist,104.28.57.237,v6sbjb7,01/02/2023 09:45,556,2451,0.226846185,0.000407997,1,2451,2
Heist,104.28.103.132,z8p7tby,01/02/2023 08:55,3,137,0.02189781,0.00729927,1,137,2
Heist,104.28.97.31,z8p7tby,01/02/2023 08:12,509,36229,0.014049518,2.76E-05,1,36229,1
Heist,104.28.72.32,v6sbjb7,01/02/2023 09:24,631,15286,0.041279602,6.54E-05,1,15286,9
Heist,140.248.30.0,v6sbjb7,01/02/2023 09:45,2705,8283,0.326572498,0.000120729,1,8283,5
Heist,104.28.110.90,tm47uvl,01/02/2023 09:27,2583,8463,0.305210918,0.000118161,1,8463,1
Heist,104.28.103.15,v6sbjb7,01/02/2023 09:49,1351,15965,0.084622612,6.26E-05,1,15965,3
Heist,166.205.141.25,93vwe57,01/02/2023 09:46,4,28,0.142857143,0.035714286,1,28,9
Heist,172.226.66.39,zvcpd1t,01/02/2023 08:16,19,547,0.034734918,0.001828154,1,547,1
Heist,172.225.24.56,v6sbjb7,01/02/2023 08:15,284,2603,0.109104879,0.000384172,1,2603,5
Heist,166.181.84.2,z8p7tby,01/02/2023 10:10,0,0,0,0,0,19,1
Heist,104.28.116.99,zvcpd1t,01/02/2023 09:25,334,8755,0.038149629,0.00011422,1,8755,1
Heist,104.28.57.230,tm47uvl,01/02/2023 10:15,603,2543,0.23712151,0.000393236,1,2543,1
Heist,104.28.124.135,tm47uvl,01/02/2023 09:29,170,589,0.288624788,0.001697793,1,589,1
Heist,34.104.0.154,tm47uvl,01/02/2023 08:14,0,0,0,0,0,2,7
Heist,104.28.32.228,tm47uvl,01/02/2023 08:13,98,1112,0.088129496,0.000899281,1,1112,1
Heist,24.144.227.171,zvcpd1t,01/02/2023 09:27,1,7,0.142857143,0.142857143,1,7,1
Heist,104.28.97.22,tm47uvl,01/02/2023 09:25,2122,19588,0.108331632,5.11E-05,1,19588,9
Heist,172.226.7.29,tm47uvl,01/02/2023 09:19,294,787,0.373570521,0.001270648,1,787,5
Heist,104.28.79.147,v6sbjb7,01/02/2023 08:16,358,1480,0.241891892,0.000675676,1,1480,9
Heist,104.28.50.65,v6sbjb7,01/02/2023 09:42,1,48,0.020833333,0.020833333,1,48,5
Heist,140.248.0.0,tm47uvl,01/02/2023 10:07,4402,32313,0.13623,3.09E-05,1,32313,5
Heist,104.28.110.80,v6sbjb7,01/02/2023 09:48,2440,6715,0.363365599,0.00014892,1,6715,2
Heist,104.28.48.215,tm47uvl,01/02/2023 10:08,1145,4383,0.261236596,0.000228154,1,4383,3
Heist,104.28.116.104,zvcpd1t,01/02/2023 08:16,303,8680,0.034907834,0.000115207,1,8680,1
Heist,104.28.56.2,tm47uvl,01/02/2023 08:12,843,3704,0.227591793,0.000269978,1,3704,3
Heist,172.226.137.8,v6sbjb7,01/02/2023 09:22,140,319,0.438871473,0.003134796,1,319,1
Heist,104.28.124.91,v6sbjb7,01/02/2023 08:21,202,804,0.251243781,0.001243781,1,804,9
Heist,166.137.115.70,v6sbjb7,01/02/2023 08:48,0,0,0,0,0,39,1
Heist,104.28.110.80,tm47uvl,01/02/2023 09:39,2418,6715,0.360089352,0.00014892,1,6715,2
Heist,104.28.123.91,v6sbjb7,01/02/2023 09:47,651,2332,0.27915952,0.000428816,1,2332,6
Heist,146.75.248.1,tm47uvl,01/02/2023 09:43,2394,7720,0.310103627,0.000129534,1,7720,1
Heist,172.225.216.108,v6sbjb7,01/02/2023 08:12,166,573,0.289703316,0.001745201,1,573,3
Heist,172.226.6.35,v6sbjb7,01/02/2023 08:17,4,42,0.095238095,0.023809524,1,42,9
Heist,104.28.56.6,zvcpd1t,01/02/2023 08:14,180,3575,0.05034965,0.00027972,1,3575,1
Heist,104.28.48.218,tm47uvl,01/02/2023 08:16,1131,4024,0.281063618,0.000248509,1,4024,1
Heist,104.28.123.112,zvcpd1t,01/02/2023 08:52,111,1367,0.081199707,0.000731529,1,1367,8
Heist,104.28.55.241,tm47uvl,01/02/2023 09:50,750,3376,0.222156398,0.000296209,1,3376,1
Heist,104.28.32.108,z8p7tby,01/02/2023 09:28,204,12886,0.015831135,7.76E-05,1,12886,1
Heist,104.28.97.24,tm47uvl,01/02/2023 08:26,2816,25549,0.110219578,3.91E-05,1,25549,6
Heist,146.75.164.0,tm47uvl,01/02/2023 09:30,2474,6933,0.356844079,0.000144238,1,6933,6
Heist,172.225.80.157,z8p7tby,01/02/2023 09:27,0,0,0,0,0,23,6
Heist,104.28.116.109,tm47uvl,01/02/2023 09:47,1015,6922,0.146633921,0.000144467,1,6922,1
Heist,146.75.154.1,v6sbjb7,01/02/2023 09:27,1192,3994,0.298447672,0.000250376,1,3994,2
Heist,104.28.57.250,93vwe57,01/02/2023 08:31,127,2591,0.049015824,0.000385951,1,2591,1
Heist,172.226.184.12,v6sbjb7,01/02/2023 09:26,281,823,0.341433779,0.001215067,1,823,6
Heist,107.77.237.198,93vwe57,01/02/2023 08:30,4,26,0.153846154,0.038461538,1,26,12
Heist,146.75.146.0,v6sbjb7,01/02/2023 09:43,1703,5637,0.302111052,0.000177399,1,5637,6
Heist,104.28.55.252,v6sbjb7,01/02/2023 09:23,723,2423,0.298390425,0.000412712,1,2423,5
Heist,172.226.178.9,v6sbjb7,01/02/2023 09:05,117,240,0.4875,0.004166667,1,240,2
Heist,104.28.55.253,zvcpd1t,01/02/2023 08:54,179,2481,0.072148327,0.000403063,1,2481,3
Heist,104.28.116.85,zvcpd1t,01/02/2023 08:14,193,2223,0.086819613,0.000449843,1,2223,9
Heist,107.77.204.110,cd5xb42,01/02/2023 09:48,0,0,0,0,0,74,1
Heist,104.28.97.30,v6sbjb7,01/02/2023 09:47,3329,45830,0.07263801,2.18E-05,1,45830,1
Heist,107.77.221.85,93vwe57,01/02/2023 08:56,0,0,0,0,0,13,3
Heist,172.226.178.9,v6sbjb7,01/02/2023 08:52,117,240,0.4875,0.004166667,1,240,2
Heist,172.226.168.48,tm47uvl,01/02/2023 08:15,257,683,0.376281113,0.001464129,1,683,1
Heist,146.75.252.0,v6sbjb7,01/02/2023 09:25,824,2511,0.328156113,0.000398248,1,2511,2
Heist,107.77.206.200,93vwe57,01/02/2023 09:24,0,0,0,0,0,98,1
Heist,104.28.97.25,zvcpd1t,01/02/2023 08:54,959,35458,0.027046083,2.82E-05,1,35458,5
Heist,172.225.216.72,tm47uvl,01/02/2023 08:15,231,986,0.234279919,0.001014199,1,986,1
Heist,172.226.196.11,tm47uvl,01/02/2023 09:24,124,341,0.363636364,0.002932551,1,341,5
Heist,104.28.57.246,tm47uvl,01/02/2023 08:54,681,2731,0.249359209,0.000366166,1,2731,1
Heist,172.224.247.25,v6sbjb7,01/02/2023 08:19,124,437,0.28375286,0.00228833,1,437,1
Heist,172.83.4.34,tm47uvl,01/02/2023 08:19,3,16,0.1875,0.0625,1,16,1
Heist,166.216.159.214,93vwe57,01/02/2023 09:23,0,0,0,0,0,20,1
Heist,104.28.32.93,v6sbjb7,01/02/2023 09:51,2264,23626,0.095826632,4.23E-05,1,23626,2
Heist,104.28.57.237,tm47uvl,01/02/2023 09:46,514,2451,0.209710322,0.000407997,1,2451,2
Heist,70.44.152.23,jux9iqz,01/02/2023 09:49,0,0,0,0,0,6,9
Heist,146.75.146.0,tm47uvl,01/02/2023 08:15,2261,5637,0.401099876,0.000177399,1,5637,6
Heist,104.28.77.167,zvcpd1t,01/02/2023 09:29,75,1397,0.053686471,0.00071582,1,1397,1
Heist,172.226.170.16,tm47uvl,01/02/2023 09:40,234,605,0.38677686,0.001652893,1,605,2
Heist,172.56.20.119,q830a1j,01/02/2023 08:17,2,30,0.066666667,0.033333333,1,30,5
Heist,104.28.55.236,v6sbjb7,01/02/2023 09:29,2041,11662,0.175012862,8.57E-05,1,11662,1
Heist,146.75.164.1,tm47uvl,01/02/2023 09:26,2467,6691,0.36870423,0.000149454,1,6691,1
Heist,172.58.4.211,q830a1j,01/02/2023 08:47,0,0,0,0,0,8,2
Heist,172.58.231.3,w4f8o7k,01/02/2023 09:42,0,0,0,0,0,10,2
Heist,104.28.124.97,zvcpd1t,01/02/2023 08:17,133,1697,0.0783736,0.000589275,1,1697,1
Heist,104.28.57.226,tm47uvl,01/02/2023 09:47,776,3381,0.229517894,0.00029577,1,3381,1
Heist,104.28.55.245,v6sbjb7,01/02/2023 09:26,595,2029,0.293247905,0.000492854,1,2029,1
Heist,104.28.79.154,cd5xb42,01/02/2023 09:31,33,1071,0.030812325,0.000933707,1,1071,1
Heist,104.28.39.165,v6sbjb7,01/02/2023 09:18,1005,4257,0.236081748,0.000234907,1,4257,1
Heist,104.28.110.86,zvcpd1t,01/02/2023 10:09,416,8056,0.05163853,0.000124131,1,8056,3
Heist,104.28.77.179,v6sbjb7,01/02/2023 08:26,502,2932,0.171214188,0.000341064,1,2932,4
Heist,104.28.57.226,v6sbjb7,01/02/2023 09:29,704,3381,0.208222419,0.00029577,1,3381,1
Heist,104.28.32.107,jux9iqz,01/02/2023 09:28,20,15869,0.001260319,6.30E-05,1,15869,1
Heist,104.28.116.189,v6sbjb7,01/02/2023 08:23,246,2698,0.091178651,0.000370645,1,2698,5
Heist,104.28.56.6,tm47uvl,01/02/2023 08:19,859,3575,0.24027972,0.00027972,1,3575,1
Heist,172.226.3.48,93vwe57,01/02/2023 08:28,0,0,0,0,0,134,1
Heist,207.44.51.13,jux9iqz,01/02/2023 09:27,0,0,0,0,0,8,5
Heist,146.75.248.1,tm47uvl,01/02/2023 09:28,2394,7720,0.310103627,0.000129534,1,7720,1
Heist,172.224.247.9,zvcpd1t,01/02/2023 08:13,39,524,0.074427481,0.001908397,1,524,1
Heist,104.28.116.103,tm47uvl,01/02/2023 08:27,857,2405,0.356340956,0.0004158,1,2405,6
Heist,174.195.198.206,93vwe57,01/02/2023 08:28,0,0,0,0,0,1,1
Heist,104.28.97.15,v6sbjb7,01/02/2023 08:18,2347,24661,0.095170512,4.05E-05,1,24661,13
Heist,104.28.97.15,tm47uvl,01/02/2023 09:45,2550,24661,0.103402133,4.05E-05,1,24661,13
Heist,104.28.97.19,tm47uvl,01/02/2023 08:19,2416,21156,0.114199282,4.73E-05,1,21156,4
Heist,172.225.216.97,zvcpd1t,01/02/2023 09:27,69,2438,0.028301887,0.000410172,1,2438,8
Heist,104.28.116.108,v6sbjb7,01/02/2023 08:19,915,9638,0.094936709,0.000103756,1,9638,1
Heist,146.75.164.1,v6sbjb7,01/02/2023 08:14,2527,6691,0.377671499,0.000149454,1,6691,1
Heist,172.224.237.35,tm47uvl,01/02/2023 09:19,114,342,0.333333333,0.002923977,1,342,1
Heist,146.75.146.0,tm47uvl,01/02/2023 08:30,2261,5637,0.401099876,0.000177399,1,5637,6
Heist,104.28.57.233,v6sbjb7,01/02/2023 09:29,826,4127,0.200145384,0.000242307,1,4127,1
